mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_split,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,mean_train_f1,std_train_f1,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,mean_train_precision,std_train_precision,model_name,param_model__n_estimators
0.6080810228983561,0.05569999250283323,0.035165627797444664,0.0006755473467673541,entropy,6,2,"{'model__criterion': 'entropy', 'model__max_depth': 6, 'model__min_samples_split': 2}",0.5858678643644762,0.5874528226645127,0.5902011760793308,0.5878406210361066,0.0017901933391456135,1,0.6268428685592374,0.6268154844476241,0.629867847162166,0.6278420667230092,0.00143248671038514,0.056919642857142856,0.05891805034815212,0.05843439911797133,0.058090697441088766,0.0008512760057895041,12,0.05837424986361157,0.059427936684254376,0.061630760839923644,0.05981098246259653,0.0013567753402681346,0.06257668711656442,0.06748466257668712,0.06511056511056511,0.06505730493460554,0.0020040264908510377,11,0.06568446899938613,0.06568446899938613,0.06932515337423313,0.06689803045766846,0.0017162350730761495,0.052200614124872056,0.05228136882129278,0.053,0.05249399431538828,0.0003593156874699766,11,0.052528227785959745,0.05425963488843814,0.05547373588610702,0.0540871995201683,0.0012086645410482495,decision_tree,
0.5381468137105306,0.009281710462491377,0.0345602830251058,0.0051151387551462675,entropy,6,10,"{'model__criterion': 'entropy', 'model__max_depth': 6, 'model__min_samples_split': 10}",0.5858678643644762,0.587339475079326,0.5902011760793308,0.5878028385077111,0.0017991529219047039,2,0.6268428685592374,0.6265173340644108,0.629867847162166,0.6277426832619382,0.0015085830833278773,0.056919642857142856,0.05894962486602358,0.05843439911797133,0.058101222280379256,0.0008615729193073738,11,0.05837424986361157,0.05834954153931648,0.061630760839923644,0.059451517414283894,0.0015409908190225999,0.06257668711656442,0.06748466257668712,0.06511056511056511,0.06505730493460554,0.0020040264908510377,11,0.06568446899938613,0.06445672191528545,0.06932515337423313,0.0664887814296349,0.0020673001848961325,0.052200614124872056,0.05233111322549953,0.053,0.05251057578345719,0.00035015192095246136,10,0.052528227785959745,0.0532994923857868,0.05547373588610702,0.053767152019284524,0.0012471390303706357,decision_tree,
0.6806217829386393,0.03373014514304948,0.03166858355204264,0.001209813873627414,entropy,8,2,"{'model__criterion': 'entropy', 'model__max_depth': 8, 'model__min_samples_split': 2}",0.5873853583319388,0.5946627174332902,0.5690019985457151,0.5836833581036481,0.010798046975402164,3,0.7162880774115975,0.7237018170688141,0.7155098842910068,0.7184999262571395,0.0036919865606176764,0.049836065573770495,0.035555555555555556,0.03723404255319149,0.040875221227505844,0.006373218872688827,16,0.06432748538011696,0.07077326343381389,0.06426229508196721,0.06645434796529935,0.003054050377435822,0.046625766871165646,0.0343558282208589,0.0343980343980344,0.038459876496686314,0.00577418216698888,15,0.06077348066298342,0.06629834254143646,0.06012269938650307,0.06239817419697432,0.0027706032921625315,0.05352112676056338,0.03684210526315789,0.04057971014492753,0.0436476473895496,0.007146403231949763,16,0.06832298136645963,0.0758959943780745,0.06901408450704226,0.07107768675052546,0.0034187202462328597,decision_tree,
0.7037621339162191,0.016421829247870185,0.029258330663045246,0.000990284635902455,entropy,8,10,"{'model__criterion': 'entropy', 'model__max_depth': 8, 'model__min_samples_split': 10}",0.5862089705355704,0.5941505264688818,0.5701427228447367,0.5835007399497296,0.009986475634358085,4,0.7158321319532368,0.7230632117619611,0.7152887876906525,0.7180613771352835,0.0035437802764274424,0.04980340760157274,0.03553299492385787,0.038461538461538464,0.04126598032898969,0.006154122744903414,14,0.0630074699577785,0.06695109944207417,0.06415711947626841,0.06470522962537369,0.0016559734154499948,0.046625766871165646,0.0343558282208589,0.03562653562653563,0.03886937690618673,0.005509075136798052,13,0.05954573357888275,0.06261510128913444,0.06012269938650307,0.060761178084840085,0.001331914867488793,0.053445850914205346,0.03679369250985545,0.04178674351585014,0.04400876231330364,0.006977421707816708,15,0.06689655172413793,0.07193229901269393,0.0687719298245614,0.06920026018713109,0.0020780259644149622,decision_tree,
1.0350047747294109,0.07124681447284026,0.030797958374023438,0.0012624199299442105,entropy,,2,"{'model__criterion': 'entropy', 'model__max_depth': None, 'model__min_samples_split': 2}",0.5172977047426769,0.5101176168857876,0.5078062907530152,0.5117405374604932,0.004041215846304883,15,1.0,1.0,1.0,1.0,0.0,0.07387289516567083,0.06196581196581197,0.057971014492753624,0.06460324054141214,0.006754478729083823,6,1.0,1.0,1.0,1.0,0.0,0.0834355828220859,0.07116564417177915,0.06633906633906633,0.07364676444431045,0.007196744047072689,5,1.0,1.0,1.0,1.0,0.0,0.06627680311890838,0.05487228003784295,0.05147759771210677,0.05754222695628603,0.006329854267867166,3,1.0,1.0,1.0,1.0,0.0,decision_tree,
0.9972790082295736,0.03706427921943002,0.032447099685668945,0.0018299319857798945,entropy,,10,"{'model__criterion': 'entropy', 'model__max_depth': None, 'model__min_samples_split': 10}",0.5152394639760169,0.5200800689343481,0.5131251718429899,0.5161482349177849,0.002911133439778764,14,0.9937579795345233,0.9939938271518004,0.9940287653902031,0.9939268573588423,0.00012026348790803599,0.07053469852104664,0.07308584686774942,0.05491990846681922,0.06618015128520509,0.00803002244573364,5,0.7441253263707572,0.7444120505344995,0.7476453393959077,0.7453942387670548,0.0015960666689155598,0.07607361963190185,0.07730061349693251,0.05896805896805897,0.07078076403229777,0.008367850348694722,7,0.6998158379373849,0.7053406998158379,0.7061349693251534,0.7037638356927921,0.0028104247271995707,0.06574761399787911,0.06930693069306931,0.05139186295503212,0.062148802548660176,0.0077438576045744025,1,0.794425087108014,0.7880658436213992,0.7943409247757074,0.7922772851683734,0.002978137085744588,decision_tree,
4.735909620920817,0.12505732265063507,0.2128465175628662,0.018132236802053527,,6,5,"{'model__max_depth': 6, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.609555476668194,0.6136407751048167,0.6225458942129858,0.6152473819953321,0.005423628937190634,4,0.653147443724477,0.6521557085623231,0.6571647465239604,0.6541559662702534,0.0021657106022867087,0.10223048327137546,0.10487218702206685,0.10076045627376426,0.10262104218906887,0.0017011730536655447,3,0.1151856535233935,0.11070356785595198,0.11311730240344374,0.11300217459426308,0.001831613822453889,0.26993865030674846,0.294478527607362,0.26044226044226043,0.27495314611879035,0.014340519442481417,2,0.30755064456721914,0.30570902394106814,0.2901840490797546,0.30114790586268064,0.0077889883082914385,0.06305531670965893,0.06379585326953748,0.06246317030053035,0.06310478009324226,0.0005451886179461473,4,0.07086280056577086,0.06758957654723127,0.07025100252487747,0.06956779321262653,0.0014209339867720604,random_forest,100.0
9.545316060384115,0.1950040112295413,0.395602544148763,0.04347164195372636,,6,5,"{'model__max_depth': 6, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.6116353297917425,0.61471707673325,0.6240705447180085,0.6168076504143337,0.005287502012774195,3,0.65552253031695,0.6526043854950585,0.6568020045382821,0.6549763067834302,0.0017566580998089202,0.10330303702061627,0.10569993448351168,0.10263396911898275,0.10387898020770357,0.0013162620864116106,2,0.11681572264546759,0.111432384341637,0.11447733580018501,0.11424181426242987,0.0022040395670120966,0.28588957055214725,0.2969325153374233,0.27764127764127766,0.2868211211769494,0.007903113432364267,1,0.3247391037446286,0.30755064456721914,0.30368098159509205,0.31199024330231323,0.00915218206450198,0.06304112554112554,0.06429330499468651,0.06295264623955432,0.0634290255917888,0.0006122043838493602,3,0.07121701669359182,0.06804291728914845,0.07053291536050156,0.06993094978108061,0.0013639400466852482,random_forest,200.0
7.142466147740682,0.07917278485266507,0.3250435988108317,0.01894365152428547,,10,5,"{'model__max_depth': 10, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.6234688301959969,0.6370685074181053,0.6338167588486222,0.6314513654875747,0.005798512421345614,2,0.8220538881761196,0.8202657526319653,0.8291974418601012,0.823839027556062,0.003858653484603652,0.10163499779054352,0.10752688172043011,0.09425493716337523,0.10113893889144963,0.005429590770639004,4,0.20215690420807783,0.1910204081632653,0.1987740805604203,0.19731713097725448,0.004661717323401084,0.1411042944785276,0.1656441717791411,0.128992628992629,0.14524703175009923,0.01524698005581943,4,0.29343155310006136,0.287292817679558,0.2785276073619632,0.2864173260471942,0.006115922598147556,0.07941988950276244,0.07959905660377359,0.07425742574257425,0.07775879061637009,0.0024769190805124146,2,0.15419354838709678,0.14307551207581778,0.15452688904016337,0.1505986498343593,0.005321402089565097,random_forest,100.0
14.500362555185953,0.1325656010833292,0.6108272075653076,0.033462239845180125,,10,5,"{'model__max_depth': 10, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.6259221298336537,0.6396012191746332,0.6367432410511686,0.6340888633531518,0.005891443627409808,1,0.8258183037592751,0.822482590355441,0.8302919857564872,0.8261976266237344,0.0031994352115226614,0.1016949152542373,0.11097708082026538,0.099488609948861,0.10405353534112122,0.00497785477734241,1,0.21036782103678212,0.1968976215098242,0.20202474690663666,0.20309672981774765,0.005551181816832627,0.13987730061349693,0.16932515337423312,0.13144963144963145,0.1468840284791205,0.016236983849685565,3,0.3001841620626151,0.2922038060159607,0.2754601226993865,0.2892826969259874,0.010302724214021015,0.07988787666433077,0.08253588516746412,0.0800299177262528,0.0808178931860159,0.0012161870064696118,1,0.16192052980132451,0.14847161572052403,0.15950266429840143,0.15663160327341666,0.00585380594400363,random_forest,200.0
